State,Year,Quarter,Level,Name,Registered Users
Andaman & Nicobar,2018,1,District,south andaman,5846
Andaman & Nicobar,2018,1,District,north and middle andaman,632
Andaman & Nicobar,2018,1,District,nicobars,262
Andaman & Nicobar,2018,1,Pincode,744103,262
Andaman & Nicobar,2018,1,Pincode,744101,262
Andaman & Nicobar,2018,1,Pincode,744105,262
Andaman & Nicobar,2018,1,Pincode,744102,262
Andaman & Nicobar,2018,1,Pincode,744104,262
Andaman & Nicobar,2018,1,Pincode,744202,262
Andaman & Nicobar,2018,1,Pincode,744112,262
Andaman & Nicobar,2018,1,Pincode,744301,262
Andaman & Nicobar,2018,1,Pincode,744107,262
Andaman & Nicobar,2018,1,Pincode,744211,262
Andaman & Nicobar,2018,2,District,south andaman,8143
Andaman & Nicobar,2018,2,District,north and middle andaman,911
Andaman & Nicobar,2018,2,District,nicobars,351
Andaman & Nicobar,2018,2,Pincode,744103,351
Andaman & Nicobar,2018,2,Pincode,744101,351
Andaman & Nicobar,2018,2,Pincode,744105,351
Andaman & Nicobar,2018,2,Pincode,744102,351
Andaman & Nicobar,2018,2,Pincode,744104,351
Andaman & Nicobar,2018,2,Pincode,744202,351
Andaman & Nicobar,2018,2,Pincode,744112,351
Andaman & Nicobar,2018,2,Pincode,744107,351
Andaman & Nicobar,2018,2,Pincode,744301,351
Andaman & Nicobar,2018,2,Pincode,744211,351
Andaman & Nicobar,2018,3,District,south andaman,10474
Andaman & Nicobar,2018,3,District,north and middle andaman,1208
Andaman & Nicobar,2018,3,District,nicobars,467
Andaman & Nicobar,2018,3,Pincode,744103,467
Andaman & Nicobar,2018,3,Pincode,744101,467
Andaman & Nicobar,2018,3,Pincode,744105,467
Andaman & Nicobar,2018,3,Pincode,744102,467
Andaman & Nicobar,2018,3,Pincode,744104,467
Andaman & Nicobar,2018,3,Pincode,744202,467
Andaman & Nicobar,2018,3,Pincode,744112,467
Andaman & Nicobar,2018,3,Pincode,744107,467
Andaman & Nicobar,2018,3,Pincode,744301,467
Andaman & Nicobar,2018,3,Pincode,744211,467
Andaman & Nicobar,2018,4,District,south andaman,13133
Andaman & Nicobar,2018,4,District,north and middle andaman,1553
Andaman & Nicobar,2018,4,District,nicobars,536
Andaman & Nicobar,2018,4,Pincode,744103,536
Andaman & Nicobar,2018,4,Pincode,744101,536
Andaman & Nicobar,2018,4,Pincode,744105,536
Andaman & Nicobar,2018,4,Pincode,744102,536
Andaman & Nicobar,2018,4,Pincode,744104,536
Andaman & Nicobar,2018,4,Pincode,744202,536
Andaman & Nicobar,2018,4,Pincode,744107,536
Andaman & Nicobar,2018,4,Pincode,744112,536
Andaman & Nicobar,2018,4,Pincode,744211,536
Andaman & Nicobar,2018,4,Pincode,744301,536
Andaman & Nicobar,2019,1,District,south andaman,15961
Andaman & Nicobar,2019,1,District,north and middle andaman,2013
Andaman & Nicobar,2019,1,District,nicobars,622
Andaman & Nicobar,2019,1,Pincode,744103,622
Andaman & Nicobar,2019,1,Pincode,744101,622
Andaman & Nicobar,2019,1,Pincode,744105,622
Andaman & Nicobar,2019,1,Pincode,744102,622
Andaman & Nicobar,2019,1,Pincode,744104,622
Andaman & Nicobar,2019,1,Pincode,744202,622
Andaman & Nicobar,2019,1,Pincode,744107,622
Andaman & Nicobar,2019,1,Pincode,744112,622
Andaman & Nicobar,2019,1,Pincode,744211,622
Andaman & Nicobar,2019,1,Pincode,744301,622
Andaman & Nicobar,2019,2,District,south andaman,18621
Andaman & Nicobar,2019,2,District,north and middle andaman,2417
Andaman & Nicobar,2019,2,District,nicobars,693
Andaman & Nicobar,2019,2,Pincode,744103,693
Andaman & Nicobar,2019,2,Pincode,744101,693
Andaman & Nicobar,2019,2,Pincode,744105,693
Andaman & Nicobar,2019,2,Pincode,744102,693
Andaman & Nicobar,2019,2,Pincode,744202,693
Andaman & Nicobar,2019,2,Pincode,744104,693
Andaman & Nicobar,2019,2,Pincode,744107,693
Andaman & Nicobar,2019,2,Pincode,744112,693
Andaman & Nicobar,2019,2,Pincode,744211,693
Andaman & Nicobar,2019,2,Pincode,744301,693
Andaman & Nicobar,2019,3,District,south andaman,20518
Andaman & Nicobar,2019,3,District,north and middle andaman,2662
Andaman & Nicobar,2019,3,District,nicobars,751
Andaman & Nicobar,2019,3,Pincode,744103,751
Andaman & Nicobar,2019,3,Pincode,744101,751
Andaman & Nicobar,2019,3,Pincode,744105,751
Andaman & Nicobar,2019,3,Pincode,744102,751
Andaman & Nicobar,2019,3,Pincode,744202,751
Andaman & Nicobar,2019,3,Pincode,744104,751
Andaman & Nicobar,2019,3,Pincode,744107,751
Andaman & Nicobar,2019,3,Pincode,744112,751
Andaman & Nicobar,2019,3,Pincode,744211,751
Andaman & Nicobar,2019,3,Pincode,744301,751
Andaman & Nicobar,2019,4,District,south andaman,22202
Andaman & Nicobar,2019,4,District,north and middle andaman,2955
Andaman & Nicobar,2019,4,District,nicobars,803
Andaman & Nicobar,2019,4,Pincode,744103,803
Andaman & Nicobar,2019,4,Pincode,744101,803
Andaman & Nicobar,2019,4,Pincode,744105,803
Andaman & Nicobar,2019,4,Pincode,744102,803
Andaman & Nicobar,2019,4,Pincode,744202,803
Andaman & Nicobar,2019,4,Pincode,744104,803
Andaman & Nicobar,2019,4,Pincode,744107,803
Andaman & Nicobar,2019,4,Pincode,744112,803
Andaman & Nicobar,2019,4,Pincode,744211,803
Andaman & Nicobar,2019,4,Pincode,744301,803
Andaman & Nicobar,2020,1,District,south andaman,24174
Andaman & Nicobar,2020,1,District,north and middle andaman,3315
Andaman & Nicobar,2020,1,District,nicobars,879
Andaman & Nicobar,2020,1,Pincode,744103,879
Andaman & Nicobar,2020,1,Pincode,744101,879
Andaman & Nicobar,2020,1,Pincode,744105,879
Andaman & Nicobar,2020,1,Pincode,744102,879
Andaman & Nicobar,2020,1,Pincode,744202,879
Andaman & Nicobar,2020,1,Pincode,744104,879
Andaman & Nicobar,2020,1,Pincode,744107,879
Andaman & Nicobar,2020,1,Pincode,744112,879
Andaman & Nicobar,2020,1,Pincode,744211,879
Andaman & Nicobar,2020,1,Pincode,744301,879
Andaman & Nicobar,2020,2,District,south andaman,27626
Andaman & Nicobar,2020,2,District,north and middle andaman,4100
Andaman & Nicobar,2020,2,District,nicobars,984
Andaman & Nicobar,2020,2,Pincode,744103,984
Andaman & Nicobar,2020,2,Pincode,744105,984
Andaman & Nicobar,2020,2,Pincode,744101,984
Andaman & Nicobar,2020,2,Pincode,744102,984
Andaman & Nicobar,2020,2,Pincode,744202,984
Andaman & Nicobar,2020,2,Pincode,744104,984
Andaman & Nicobar,2020,2,Pincode,744107,984
Andaman & Nicobar,2020,2,Pincode,744112,984
Andaman & Nicobar,2020,2,Pincode,744211,984
Andaman & Nicobar,2020,2,Pincode,744205,984
Andaman & Nicobar,2020,3,District,south andaman,34833
Andaman & Nicobar,2020,3,District,north and middle andaman,5355
Andaman & Nicobar,2020,3,District,nicobars,1147
Andaman & Nicobar,2020,3,Pincode,744103,1147
Andaman & Nicobar,2020,3,Pincode,744105,1147
Andaman & Nicobar,2020,3,Pincode,744101,1147
Andaman & Nicobar,2020,3,Pincode,744102,1147
Andaman & Nicobar,2020,3,Pincode,744202,1147
Andaman & Nicobar,2020,3,Pincode,744104,1147
Andaman & Nicobar,2020,3,Pincode,744107,1147
Andaman & Nicobar,2020,3,Pincode,744112,1147
Andaman & Nicobar,2020,3,Pincode,744211,1147
Andaman & Nicobar,2020,3,Pincode,744205,1147
Andaman & Nicobar,2020,4,District,south andaman,43908
Andaman & Nicobar,2020,4,District,north and middle andaman,7076
Andaman & Nicobar,2020,4,District,nicobars,1412
Andaman & Nicobar,2020,4,Pincode,744103,1412
Andaman & Nicobar,2020,4,Pincode,744105,1412
Andaman & Nicobar,2020,4,Pincode,744101,1412
Andaman & Nicobar,2020,4,Pincode,744102,1412
Andaman & Nicobar,2020,4,Pincode,744202,1412
Andaman & Nicobar,2020,4,Pincode,744107,1412
Andaman & Nicobar,2020,4,Pincode,744104,1412
Andaman & Nicobar,2020,4,Pincode,744112,1412
Andaman & Nicobar,2020,4,Pincode,744211,1412
Andaman & Nicobar,2020,4,Pincode,744205,1412
Andaman & Nicobar,2021,1,District,south andaman,48352
Andaman & Nicobar,2021,1,District,north and middle andaman,7833
Andaman & Nicobar,2021,1,District,nicobars,1573
Andaman & Nicobar,2021,1,Pincode,744103,1573
Andaman & Nicobar,2021,1,Pincode,744105,1573
Andaman & Nicobar,2021,1,Pincode,744101,1573
Andaman & Nicobar,2021,1,Pincode,744102,1573
Andaman & Nicobar,2021,1,Pincode,744202,1573
Andaman & Nicobar,2021,1,Pincode,744107,1573
Andaman & Nicobar,2021,1,Pincode,744104,1573
Andaman & Nicobar,2021,1,Pincode,744112,1573
Andaman & Nicobar,2021,1,Pincode,744211,1573
Andaman & Nicobar,2021,1,Pincode,744205,1573
Andaman & Nicobar,2021,2,District,south andaman,51903
Andaman & Nicobar,2021,2,District,north and middle andaman,8493
Andaman & Nicobar,2021,2,District,nicobars,1699
Andaman & Nicobar,2021,2,Pincode,744103,1699
Andaman & Nicobar,2021,2,Pincode,744105,1699
Andaman & Nicobar,2021,2,Pincode,744101,1699
Andaman & Nicobar,2021,2,Pincode,744102,1699
Andaman & Nicobar,2021,2,Pincode,744202,1699
Andaman & Nicobar,2021,2,Pincode,744107,1699
Andaman & Nicobar,2021,2,Pincode,744104,1699
Andaman & Nicobar,2021,2,Pincode,744112,1699
Andaman & Nicobar,2021,2,Pincode,744211,1699
Andaman & Nicobar,2021,2,Pincode,744205,1699
Andaman & Nicobar,2021,3,District,south andaman,55873
Andaman & Nicobar,2021,3,District,north and middle andaman,9263
Andaman & Nicobar,2021,3,District,nicobars,1846
Andaman & Nicobar,2021,3,Pincode,744103,1846
Andaman & Nicobar,2021,3,Pincode,744105,1846
Andaman & Nicobar,2021,3,Pincode,744101,1846
Andaman & Nicobar,2021,3,Pincode,744102,1846
Andaman & Nicobar,2021,3,Pincode,744202,1846
Andaman & Nicobar,2021,3,Pincode,744107,1846
Andaman & Nicobar,2021,3,Pincode,744104,1846
Andaman & Nicobar,2021,3,Pincode,744112,1846
Andaman & Nicobar,2021,3,Pincode,744211,1846
Andaman & Nicobar,2021,3,Pincode,744205,1846
Andaman & Nicobar,2021,4,District,south andaman,59807
Andaman & Nicobar,2021,4,District,north and middle andaman,10002
Andaman & Nicobar,2021,4,District,nicobars,1971
Andaman & Nicobar,2021,4,Pincode,744103,1971
Andaman & Nicobar,2021,4,Pincode,744105,1971
Andaman & Nicobar,2021,4,Pincode,744101,1971
Andaman & Nicobar,2021,4,Pincode,744102,1971
Andaman & Nicobar,2021,4,Pincode,744202,1971
Andaman & Nicobar,2021,4,Pincode,744107,1971
Andaman & Nicobar,2021,4,Pincode,744104,1971
Andaman & Nicobar,2021,4,Pincode,744112,1971
Andaman & Nicobar,2021,4,Pincode,744211,1971
Andaman & Nicobar,2021,4,Pincode,744205,1971
Andaman & Nicobar,2022,1,District,south andaman,63487
Andaman & Nicobar,2022,1,District,north and middle andaman,10720
Andaman & Nicobar,2022,1,District,nicobars,2081
Andaman & Nicobar,2022,1,Pincode,744103,2081
Andaman & Nicobar,2022,1,Pincode,744105,2081
Andaman & Nicobar,2022,1,Pincode,744101,2081
Andaman & Nicobar,2022,1,Pincode,744102,2081
Andaman & Nicobar,2022,1,Pincode,744202,2081
Andaman & Nicobar,2022,1,Pincode,744107,2081
Andaman & Nicobar,2022,1,Pincode,744104,2081
Andaman & Nicobar,2022,1,Pincode,744112,2081
Andaman & Nicobar,2022,1,Pincode,744211,2081
Andaman & Nicobar,2022,1,Pincode,744205,2081
Andaman & Nicobar,2022,2,District,south andaman,66959
Andaman & Nicobar,2022,2,District,north and middle andaman,11379
Andaman & Nicobar,2022,2,District,nicobars,2192
Andaman & Nicobar,2022,2,Pincode,744103,2192
Andaman & Nicobar,2022,2,Pincode,744105,2192
Andaman & Nicobar,2022,2,Pincode,744101,2192
Andaman & Nicobar,2022,2,Pincode,744102,2192
Andaman & Nicobar,2022,2,Pincode,744202,2192
Andaman & Nicobar,2022,2,Pincode,744107,2192
Andaman & Nicobar,2022,2,Pincode,744104,2192
Andaman & Nicobar,2022,2,Pincode,744112,2192
Andaman & Nicobar,2022,2,Pincode,744211,2192
Andaman & Nicobar,2022,2,Pincode,744205,2192
Andaman & Nicobar,2022,3,District,south andaman,70445
Andaman & Nicobar,2022,3,District,north and middle andaman,11897
Andaman & Nicobar,2022,3,District,nicobars,2300
Andaman & Nicobar,2022,3,Pincode,744103,2300
Andaman & Nicobar,2022,3,Pincode,744105,2300
Andaman & Nicobar,2022,3,Pincode,744101,2300
Andaman & Nicobar,2022,3,Pincode,744102,2300
Andaman & Nicobar,2022,3,Pincode,744202,2300
Andaman & Nicobar,2022,3,Pincode,744107,2300
Andaman & Nicobar,2022,3,Pincode,744104,2300
Andaman & Nicobar,2022,3,Pincode,744112,2300
Andaman & Nicobar,2022,3,Pincode,744211,2300
Andaman & Nicobar,2022,3,Pincode,744205,2300
Andaman & Nicobar,2022,4,District,south andaman,73692
Andaman & Nicobar,2022,4,District,north and middle andaman,12361
Andaman & Nicobar,2022,4,District,nicobars,2389
Andaman & Nicobar,2022,4,Pincode,744103,2389
Andaman & Nicobar,2022,4,Pincode,744105,2389
Andaman & Nicobar,2022,4,Pincode,744101,2389
Andaman & Nicobar,2022,4,Pincode,744102,2389
Andaman & Nicobar,2022,4,Pincode,744202,2389
Andaman & Nicobar,2022,4,Pincode,744107,2389
Andaman & Nicobar,2022,4,Pincode,744104,2389
Andaman & Nicobar,2022,4,Pincode,744112,2389
Andaman & Nicobar,2022,4,Pincode,744211,2389
Andaman & Nicobar,2022,4,Pincode,744205,2389
Andaman & Nicobar,2023,1,District,south andaman,77052
Andaman & Nicobar,2023,1,District,north and middle andaman,12941
Andaman & Nicobar,2023,1,District,nicobars,2491
Andaman & Nicobar,2023,1,Pincode,744103,2491
Andaman & Nicobar,2023,1,Pincode,744105,2491
Andaman & Nicobar,2023,1,Pincode,744101,2491
Andaman & Nicobar,2023,1,Pincode,744102,2491
Andaman & Nicobar,2023,1,Pincode,744202,2491
Andaman & Nicobar,2023,1,Pincode,744107,2491
Andaman & Nicobar,2023,1,Pincode,744104,2491
Andaman & Nicobar,2023,1,Pincode,744112,2491
Andaman & Nicobar,2023,1,Pincode,744211,2491
Andaman & Nicobar,2023,1,Pincode,744205,2491
Andaman & Nicobar,2023,2,District,south andaman,80112
Andaman & Nicobar,2023,2,District,north and middle andaman,13600
Andaman & Nicobar,2023,2,District,nicobars,2617
Andaman & Nicobar,2023,2,Pincode,744103,2617
Andaman & Nicobar,2023,2,Pincode,744105,2617
Andaman & Nicobar,2023,2,Pincode,744101,2617
Andaman & Nicobar,2023,2,Pincode,744102,2617
Andaman & Nicobar,2023,2,Pincode,744202,2617
Andaman & Nicobar,2023,2,Pincode,744107,2617
Andaman & Nicobar,2023,2,Pincode,744104,2617
Andaman & Nicobar,2023,2,Pincode,744112,2617
Andaman & Nicobar,2023,2,Pincode,744211,2617
Andaman & Nicobar,2023,2,Pincode,744205,2617
Andaman & Nicobar,2023,3,District,south andaman,83305
Andaman & Nicobar,2023,3,District,north and middle andaman,14216
Andaman & Nicobar,2023,3,District,nicobars,2734
Andaman & Nicobar,2023,3,Pincode,744103,2734
Andaman & Nicobar,2023,3,Pincode,744105,2734
Andaman & Nicobar,2023,3,Pincode,744101,2734
Andaman & Nicobar,2023,3,Pincode,744102,2734
Andaman & Nicobar,2023,3,Pincode,744202,2734
Andaman & Nicobar,2023,3,Pincode,744107,2734
Andaman & Nicobar,2023,3,Pincode,744104,2734
Andaman & Nicobar,2023,3,Pincode,744112,2734
Andaman & Nicobar,2023,3,Pincode,744211,2734
Andaman & Nicobar,2023,3,Pincode,744205,2734
Andaman & Nicobar,2023,4,District,south andaman,86348
Andaman & Nicobar,2023,4,District,north and middle andaman,14813
Andaman & Nicobar,2023,4,District,nicobars,2817
Andaman & Nicobar,2023,4,Pincode,744103,2817
Andaman & Nicobar,2023,4,Pincode,744105,2817
Andaman & Nicobar,2023,4,Pincode,744101,2817
Andaman & Nicobar,2023,4,Pincode,744102,2817
Andaman & Nicobar,2023,4,Pincode,744202,2817
Andaman & Nicobar,2023,4,Pincode,744107,2817
Andaman & Nicobar,2023,4,Pincode,744104,2817
Andaman & Nicobar,2023,4,Pincode,744112,2817
Andaman & Nicobar,2023,4,Pincode,744211,2817
Andaman & Nicobar,2023,4,Pincode,744205,2817
Andaman & Nicobar,2024,1,District,south andaman,89907
Andaman & Nicobar,2024,1,District,north and middle andaman,15539
Andaman & Nicobar,2024,1,District,nicobars,2965
Andaman & Nicobar,2024,1,Pincode,744103,2965
Andaman & Nicobar,2024,1,Pincode,744105,2965
Andaman & Nicobar,2024,1,Pincode,744101,2965
Andaman & Nicobar,2024,1,Pincode,744102,2965
Andaman & Nicobar,2024,1,Pincode,744202,2965
Andaman & Nicobar,2024,1,Pincode,744107,2965
Andaman & Nicobar,2024,1,Pincode,744104,2965
Andaman & Nicobar,2024,1,Pincode,744112,2965
Andaman & Nicobar,2024,1,Pincode,744211,2965
Andaman & Nicobar,2024,1,Pincode,744205,2965
Andaman & Nicobar,2024,2,District,south andaman,93421
Andaman & Nicobar,2024,2,District,north and middle andaman,16183
Andaman & Nicobar,2024,2,District,nicobars,3083
Andaman & Nicobar,2024,2,Pincode,744103,3083
Andaman & Nicobar,2024,2,Pincode,744105,3083
Andaman & Nicobar,2024,2,Pincode,744101,3083
Andaman & Nicobar,2024,2,Pincode,744102,3083
Andaman & Nicobar,2024,2,Pincode,744202,3083
Andaman & Nicobar,2024,2,Pincode,744107,3083
Andaman & Nicobar,2024,2,Pincode,744104,3083
Andaman & Nicobar,2024,2,Pincode,744112,3083
Andaman & Nicobar,2024,2,Pincode,744211,3083
Andaman & Nicobar,2024,2,Pincode,744205,3083
Andaman & Nicobar,2024,3,District,south andaman,143250
Andaman & Nicobar,2024,3,District,north and middle andaman,21728
Andaman & Nicobar,2024,3,District,nicobar,7495
Andaman & Nicobar,2024,3,Pincode,744103,7495
Andaman & Nicobar,2024,3,Pincode,744105,7495
Andaman & Nicobar,2024,3,Pincode,744102,7495
Andaman & Nicobar,2024,3,Pincode,744104,7495
Andaman & Nicobar,2024,3,Pincode,744101,7495
Andaman & Nicobar,2024,3,Pincode,744202,7495
Andaman & Nicobar,2024,3,Pincode,744106,7495
Andaman & Nicobar,2024,3,Pincode,744211,7495
Andaman & Nicobar,2024,3,Pincode,744107,7495
Andaman & Nicobar,2024,3,Pincode,744301,7495
Andaman & Nicobar,2024,4,District,south andaman,148543
Andaman & Nicobar,2024,4,District,north and middle andaman,22547
Andaman & Nicobar,2024,4,District,nicobar,7698
Andaman & Nicobar,2024,4,Pincode,744103,7698
Andaman & Nicobar,2024,4,Pincode,744105,7698
Andaman & Nicobar,2024,4,Pincode,744104,7698
Andaman & Nicobar,2024,4,Pincode,744102,7698
Andaman & Nicobar,2024,4,Pincode,744101,7698
Andaman & Nicobar,2024,4,Pincode,744202,7698
Andaman & Nicobar,2024,4,Pincode,744106,7698
Andaman & Nicobar,2024,4,Pincode,744211,7698
Andaman & Nicobar,2024,4,Pincode,744107,7698
Andaman & Nicobar,2024,4,Pincode,744301,7698
Andhra Pradesh,2018,1,District,visakhapatnam,497187
Andhra Pradesh,2018,1,District,east godavari,350356
Andhra Pradesh,2018,1,District,krishna,323673
Andhra Pradesh,2018,1,District,guntur,317065
Andhra Pradesh,2018,1,District,chittoor,309541
Andhra Pradesh,2018,1,District,anantapur,241192
Andhra Pradesh,2018,1,District,kurnool,240133
Andhra Pradesh,2018,1,District,west godavari,213335
Andhra Pradesh,2018,1,District,spsr nellore,194475
Andhra Pradesh,2018,1,District,prakasam,189949
Andhra Pradesh,2018,1,Pincode,517501,189949
Andhra Pradesh,2018,1,Pincode,530016,189949
Andhra Pradesh,2018,1,Pincode,517507,189949
Andhra Pradesh,2018,1,Pincode,515001,189949
Andhra Pradesh,2018,1,Pincode,516001,189949
Andhra Pradesh,2018,1,Pincode,518002,189949
Andhra Pradesh,2018,1,Pincode,530026,189949
Andhra Pradesh,2018,1,Pincode,516360,189949
Andhra Pradesh,2018,1,Pincode,520010,189949
Andhra Pradesh,2018,1,Pincode,524002,189949
Andhra Pradesh,2018,2,District,visakhapatnam,636052
Andhra Pradesh,2018,2,District,east godavari,454398
Andhra Pradesh,2018,2,District,krishna,431965
Andhra Pradesh,2018,2,District,guntur,420326
Andhra Pradesh,2018,2,District,chittoor,414306
Andhra Pradesh,2018,2,District,anantapur,326383
Andhra Pradesh,2018,2,District,kurnool,319313
Andhra Pradesh,2018,2,District,west godavari,282393
Andhra Pradesh,2018,2,District,spsr nellore,261049
Andhra Pradesh,2018,2,District,prakasam,253458
Andhra Pradesh,2018,2,Pincode,517501,253458
Andhra Pradesh,2018,2,Pincode,517507,253458
Andhra Pradesh,2018,2,Pincode,530016,253458
Andhra Pradesh,2018,2,Pincode,515001,253458
Andhra Pradesh,2018,2,Pincode,516001,253458
Andhra Pradesh,2018,2,Pincode,518002,253458
Andhra Pradesh,2018,2,Pincode,516360,253458
Andhra Pradesh,2018,2,Pincode,530026,253458
Andhra Pradesh,2018,2,Pincode,520010,253458
Andhra Pradesh,2018,2,Pincode,524002,253458
Andhra Pradesh,2018,3,District,visakhapatnam,769096
Andhra Pradesh,2018,3,District,east godavari,558982
Andhra Pradesh,2018,3,District,krishna,537086
Andhra Pradesh,2018,3,District,guntur,518931
Andhra Pradesh,2018,3,District,chittoor,515727
Andhra Pradesh,2018,3,District,anantapur,405855
Andhra Pradesh,2018,3,District,kurnool,394311
Andhra Pradesh,2018,3,District,west godavari,349782
Andhra Pradesh,2018,3,District,spsr nellore,322446
Andhra Pradesh,2018,3,District,prakasam,314899
Andhra Pradesh,2018,3,Pincode,517501,314899
Andhra Pradesh,2018,3,Pincode,517507,314899
Andhra Pradesh,2018,3,Pincode,530016,314899
Andhra Pradesh,2018,3,Pincode,515001,314899
Andhra Pradesh,2018,3,Pincode,516001,314899
Andhra Pradesh,2018,3,Pincode,518002,314899
Andhra Pradesh,2018,3,Pincode,516360,314899
Andhra Pradesh,2018,3,Pincode,530026,314899
Andhra Pradesh,2018,3,Pincode,520010,314899
Andhra Pradesh,2018,3,Pincode,524002,314899
Andhra Pradesh,2018,4,District,visakhapatnam,978288
Andhra Pradesh,2018,4,District,east godavari,694455
Andhra Pradesh,2018,4,District,krishna,682479
Andhra Pradesh,2018,4,District,chittoor,665280
Andhra Pradesh,2018,4,District,guntur,659552
Andhra Pradesh,2018,4,District,anantapur,510892
Andhra Pradesh,2018,4,District,kurnool,498582
Andhra Pradesh,2018,4,District,west godavari,435668
Andhra Pradesh,2018,4,District,spsr nellore,407495
Andhra Pradesh,2018,4,District,prakasam,394962
Andhra Pradesh,2018,4,Pincode,517501,394962
Andhra Pradesh,2018,4,Pincode,517507,394962
Andhra Pradesh,2018,4,Pincode,530016,394962
Andhra Pradesh,2018,4,Pincode,515001,394962
Andhra Pradesh,2018,4,Pincode,516001,394962
Andhra Pradesh,2018,4,Pincode,518002,394962
Andhra Pradesh,2018,4,Pincode,516360,394962
Andhra Pradesh,2018,4,Pincode,530026,394962
Andhra Pradesh,2018,4,Pincode,520010,394962
Andhra Pradesh,2018,4,Pincode,524002,394962
Andhra Pradesh,2019,1,District,visakhapatnam,1174517
Andhra Pradesh,2019,1,District,east godavari,839277
Andhra Pradesh,2019,1,District,krishna,833694
Andhra Pradesh,2019,1,District,chittoor,812314
Andhra Pradesh,2019,1,District,guntur,802394
Andhra Pradesh,2019,1,District,anantapur,612162
Andhra Pradesh,2019,1,District,kurnool,599422
Andhra Pradesh,2019,1,District,west godavari,523372
Andhra Pradesh,2019,1,District,spsr nellore,491908
Andhra Pradesh,2019,1,District,prakasam,474260
Andhra Pradesh,2019,1,Pincode,517501,474260
Andhra Pradesh,2019,1,Pincode,517507,474260
Andhra Pradesh,2019,1,Pincode,530016,474260
Andhra Pradesh,2019,1,Pincode,515001,474260
Andhra Pradesh,2019,1,Pincode,516001,474260
Andhra Pradesh,2019,1,Pincode,518002,474260
Andhra Pradesh,2019,1,Pincode,530026,474260
Andhra Pradesh,2019,1,Pincode,516360,474260
Andhra Pradesh,2019,1,Pincode,520010,474260
Andhra Pradesh,2019,1,Pincode,524002,474260
Andhra Pradesh,2019,2,District,visakhapatnam,1318740
Andhra Pradesh,2019,2,District,krishna,952300
Andhra Pradesh,2019,2,District,east godavari,945181
Andhra Pradesh,2019,2,District,chittoor,925491
Andhra Pradesh,2019,2,District,guntur,915256
Andhra Pradesh,2019,2,District,anantapur,695114
Andhra Pradesh,2019,2,District,kurnool,680118
Andhra Pradesh,2019,2,District,west godavari,592185
Andhra Pradesh,2019,2,District,spsr nellore,558303
Andhra Pradesh,2019,2,District,prakasam,539462
Andhra Pradesh,2019,2,Pincode,517501,539462
Andhra Pradesh,2019,2,Pincode,517507,539462
Andhra Pradesh,2019,2,Pincode,530016,539462
Andhra Pradesh,2019,2,Pincode,515001,539462
Andhra Pradesh,2019,2,Pincode,516001,539462
Andhra Pradesh,2019,2,Pincode,518002,539462
Andhra Pradesh,2019,2,Pincode,530026,539462
Andhra Pradesh,2019,2,Pincode,516360,539462
Andhra Pradesh,2019,2,Pincode,520010,539462
Andhra Pradesh,2019,2,Pincode,524002,539462
Andhra Pradesh,2019,3,District,visakhapatnam,1460464
Andhra Pradesh,2019,3,District,krishna,1066546
Andhra Pradesh,2019,3,District,east godavari,1057167
Andhra Pradesh,2019,3,District,chittoor,1032733
Andhra Pradesh,2019,3,District,guntur,1026418
Andhra Pradesh,2019,3,District,anantapur,773656
Andhra Pradesh,2019,3,District,kurnool,755024
Andhra Pradesh,2019,3,District,west godavari,662102
Andhra Pradesh,2019,3,District,spsr nellore,619592
Andhra Pradesh,2019,3,District,prakasam,598568
Andhra Pradesh,2019,3,Pincode,517501,598568
Andhra Pradesh,2019,3,Pincode,517507,598568
Andhra Pradesh,2019,3,Pincode,530016,598568
Andhra Pradesh,2019,3,Pincode,515001,598568
Andhra Pradesh,2019,3,Pincode,518002,598568
Andhra Pradesh,2019,3,Pincode,516001,598568
Andhra Pradesh,2019,3,Pincode,530026,598568
Andhra Pradesh,2019,3,Pincode,516360,598568
Andhra Pradesh,2019,3,Pincode,520010,598568
Andhra Pradesh,2019,3,Pincode,524002,598568
Andhra Pradesh,2019,4,District,visakhapatnam,1620235
Andhra Pradesh,2019,4,District,krishna,1199971
Andhra Pradesh,2019,4,District,east godavari,1195228
Andhra Pradesh,2019,4,District,guntur,1158708
Andhra Pradesh,2019,4,District,chittoor,1156351
Andhra Pradesh,2019,4,District,anantapur,873033
Andhra Pradesh,2019,4,District,kurnool,846885
Andhra Pradesh,2019,4,District,west godavari,750078
Andhra Pradesh,2019,4,District,spsr nellore,697154
Andhra Pradesh,2019,4,District,prakasam,673522
Andhra Pradesh,2019,4,Pincode,517501,673522
Andhra Pradesh,2019,4,Pincode,517507,673522
Andhra Pradesh,2019,4,Pincode,530016,673522
Andhra Pradesh,2019,4,Pincode,515001,673522
Andhra Pradesh,2019,4,Pincode,516001,673522
Andhra Pradesh,2019,4,Pincode,518002,673522
Andhra Pradesh,2019,4,Pincode,516360,673522
Andhra Pradesh,2019,4,Pincode,530026,673522
Andhra Pradesh,2019,4,Pincode,520010,673522
Andhra Pradesh,2019,4,Pincode,524002,673522
Andhra Pradesh,2020,1,District,visakhapatnam,1763581
Andhra Pradesh,2020,1,District,krishna,1331602
Andhra Pradesh,2020,1,District,east godavari,1329664
Andhra Pradesh,2020,1,District,guntur,1289678
Andhra Pradesh,2020,1,District,chittoor,1270907
